"","1_1","1_2","1_3","2_1","2_2","2_3","3_1","3_2","3_3","4_1","4_2","4_3","5_1","5_2","5_3","6_1","6_2","6_3","7_1","7_2","7_3","8_1","8_2","8_3","9_1","9_2","9_3","10_1","10_2","10_3"
"ENSG00000203876",2,6,4,6,3,2,0,3,3,7,5,0,8,3,0,10,4,2,12,1,6,1,0,1,0,0,1,3,0,4
"ENSG00000148700",2737,4253,4147,6401,5328,3204,715,2846,3849,5766,5758,2873,2803,2821,1638,5068,5808,1787,4615,2707,2489,2907,1679,4731,1667,941,3338,1318,2166,3216
"ENSG00000263706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119950",3931,6521,6533,6826,5538,3289,1085,4199,5667,6238,6053,3060,3190,3284,2107,5295,5286,1777,4557,2688,3001,2177,1256,3432,1751,1115,2684,1506,1850,2591
"ENSG00000228417",3,11,4,2,1,3,2,4,5,5,0,1,7,0,5,5,1,1,5,1,2,2,0,3,0,0,4,1,1,2
"ENSG00000214067",0,7,4,1,4,3,0,0,0,2,2,0,3,1,0,4,0,5,2,7,1,0,0,4,1,0,1,3,0,2
"ENSG00000119953",1814,2730,2878,3326,2693,1600,495,1921,2468,3050,3010,1505,1836,1914,1141,3080,3187,1005,3337,2026,1817,1666,951,2592,1290,689,2013,1036,1373,1977
"ENSG00000273143",9,7,23,21,11,12,6,8,9,18,14,10,7,3,2,15,26,7,21,14,11,14,8,17,6,3,31,10,17,25
"ENSG00000221359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264544",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000138166",4520,6950,6956,28953,22639,15609,1169,4637,5733,28434,27623,13575,4543,4800,2663,33946,31900,11599,6602,3825,3179,13262,7572,23736,1971,1131,20568,1654,14107,18430
"ENSG00000233518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000108055",3031,4816,4666,5010,4422,2637,967,3405,4324,4905,5084,2504,2848,2715,1676,4371,4895,1461,5950,3504,3343,2973,1690,4971,1996,1124,3190,1461,1954,2967
"ENSG00000239125",1,4,0,0,0,1,0,2,0,0,0,0,3,1,3,3,3,1,4,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000263919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203867",221,342,371,392,333,170,69,229,339,394,353,163,211,208,146,418,367,84,371,296,170,152,107,200,89,78,170,123,147,143
"ENSG00000252036",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000199364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232470",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203497",15,30,21,30,34,12,4,11,7,20,43,15,19,8,17,38,41,22,15,16,24,29,4,21,13,8,21,5,16,17
"ENSG00000150593",2138,3157,3128,4688,3860,2340,601,2240,2832,4375,4274,2086,2025,1943,1256,4218,4962,1432,3693,2196,2049,2218,1333,3527,1286,749,2685,1071,1819,2510
"ENSG00000265827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214413",533,755,701,1017,909,565,129,519,669,1087,1014,481,541,463,240,942,940,310,879,515,459,574,346,901,308,154,671,240,416,542
"ENSG00000270589",9,22,17,7,6,9,0,16,9,4,9,0,1,10,4,16,6,2,8,2,11,7,0,5,7,5,5,5,1,4
"ENSG00000108061",1429,2115,2284,3080,2644,1624,417,1539,2102,3110,3012,1627,1406,1427,890,2766,2803,932,2302,1494,1349,1596,866,2635,841,491,1837,852,1219,1857
"ENSG00000234118",6,8,15,11,4,1,1,7,8,16,5,4,1,3,3,7,0,6,4,7,2,4,2,4,2,0,4,2,1,6
"ENSG00000221214",0,0,0,9,3,1,0,5,3,3,7,6,1,0,0,7,3,1,3,0,3,2,0,0,0,0,0,0,2,4
"ENSG00000150594",10,21,14,4,4,2,2,7,13,2,1,0,13,10,8,2,9,5,20,3,5,1,2,4,11,3,0,7,3,7
"ENSG00000213247",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119927",1112,1603,1613,1889,1580,955,363,1055,1665,2040,2002,920,1051,1023,699,1660,1680,526,2323,1404,1233,1066,641,1826,852,394,1257,587,727,1211
"ENSG00000119913",0,0,0,1,5,4,0,0,0,2,3,1,0,0,0,0,2,4,1,2,3,0,0,3,1,0,1,0,0,0
"ENSG00000243316",12,10,19,13,13,12,2,14,25,9,23,4,8,11,16,22,24,5,25,14,18,8,6,21,9,8,23,5,15,10
"ENSG00000197142",8560,12134,12880,20359,17403,10707,2378,8483,11704,19657,19327,9391,7304,7026,4596,16827,17530,5382,14276,8430,7950,10019,5742,16666,4915,2782,12411,4093,7924,12399
"ENSG00000232934",3,5,8,5,4,0,0,0,2,0,1,2,3,0,0,0,0,0,1,6,3,2,2,0,0,0,4,3,0,0
"ENSG00000270599",2,3,8,0,1,1,0,0,0,2,0,0,1,2,1,2,1,0,3,1,0,1,0,1,1,0,1,0,0,0
"ENSG00000023041",2547,3930,3850,5065,4185,2553,727,2701,3540,4889,5179,2478,2341,2525,1620,4676,5055,1466,5412,3066,2725,2854,1723,4832,1916,1018,3669,1504,2065,3284
"ENSG00000151532",2022,2908,2796,4414,3799,2374,532,1969,2742,4293,4243,2076,2357,2023,1358,4609,4878,1490,3649,2211,1852,2326,1417,3675,1510,849,3207,1130,1943,2770
"ENSG00000234017",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"ENSG00000264763",1,3,0,0,4,0,0,4,1,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
"ENSG00000233340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260917",587,872,810,1518,1213,812,167,565,845,1337,1410,535,666,585,387,1523,1481,432,1143,616,639,718,439,1198,434,240,1232,330,670,981
"ENSG00000225292",83,155,117,154,128,100,33,84,141,98,141,69,83,53,29,123,111,32,131,83,81,72,43,89,58,25,97,28,66,89
"ENSG00000148737",9485,14334,14208,21591,18785,10502,2553,9807,12540,18325,18764,8196,8206,8358,5011,17910,18358,4972,13503,7836,6594,7587,4446,11735,4275,2466,10285,3603,6248,8976
"ENSG00000233547",3,15,8,9,5,6,1,2,4,14,8,4,4,2,1,6,5,0,7,3,7,1,1,3,3,0,4,2,1,3
"ENSG00000227560",7,24,26,24,19,8,8,17,36,29,67,12,21,16,7,30,47,15,21,11,12,2,5,17,3,2,12,2,4,8
"ENSG00000238380",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230018",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ENSG00000148702",1,1,6,16,2,3,1,4,5,2,7,0,1,1,0,2,9,0,2,6,2,1,1,2,0,0,0,0,2,1
"ENSG00000197893",1,2,0,2,1,0,0,0,1,1,4,0,1,0,4,3,3,0,4,3,0,0,0,1,2,0,2,0,1,1
"ENSG00000165806",1057,1684,1691,2256,1804,1096,301,1064,1519,2084,1966,1001,1067,968,711,1887,1980,668,1910,1032,1000,1226,636,1921,705,363,1542,624,1037,1522
"ENSG00000234393",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148735",19,17,20,36,22,26,7,10,13,19,20,13,13,12,7,31,31,11,39,14,7,5,6,13,13,6,23,18,13,19
"ENSG00000212589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198924",648,945,875,1215,983,626,208,626,867,1110,1050,598,590,531,375,1034,1116,390,1379,758,656,639,371,1127,430,239,687,336,482,730
"ENSG00000196865",2235,3297,3142,4056,3269,2117,624,2149,2964,3601,3592,1724,1939,1806,1259,3234,3621,1033,3926,2351,1987,2189,1252,3666,1535,763,3031,1169,1897,2729
"ENSG00000234631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000043591",27,42,56,88,55,50,10,25,54,88,78,22,36,44,28,78,64,37,48,17,33,26,15,53,34,16,46,23,19,62
"ENSG00000253066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165813",1632,2595,2653,1878,1593,983,461,1867,2355,1917,1737,880,1470,1679,949,1770,2067,628,2739,1590,1544,1573,917,2464,1086,591,2088,909,1461,1803
"ENSG00000238742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000095627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000165816",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230165",0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169129",20,30,27,33,14,5,15,11,30,28,48,15,22,10,11,45,34,9,26,23,8,11,3,17,14,3,18,14,22,20
"ENSG00000242912",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099204",6254,9571,8756,12046,10310,6134,1684,6467,8214,11653,10803,5368,5666,5615,3681,12669,13115,4025,10363,5987,5594,6079,3537,9607,3635,2166,8631,2926,5197,7796
"ENSG00000229668",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000238577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228169",14,14,23,27,20,34,4,23,24,33,29,8,7,17,7,38,13,16,43,17,14,22,8,31,16,3,18,5,7,33
"ENSG00000228484",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,0,0,2,1
"ENSG00000215760",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151553",1325,2031,2147,1748,1358,955,406,1491,1879,1680,1692,835,1353,1181,842,1620,1691,446,2638,1685,1549,1205,743,1880,1075,580,1701,901,1077,1442
"ENSG00000226428",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165832",1140,1540,1633,2201,1891,1186,330,1086,1445,2394,2146,1142,1135,993,677,2272,2651,841,2078,1188,1240,1158,687,2110,765,437,1484,600,890,1402
"ENSG00000252611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236799",7,2,2,1,1,3,0,0,4,1,10,1,1,0,1,4,1,0,2,0,2,0,0,3,1,0,1,0,0,0
"ENSG00000107518",14,22,19,42,26,23,3,9,23,54,35,19,13,22,9,37,43,8,16,12,15,9,3,17,8,7,13,2,8,17
"ENSG00000270965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ENSG00000232091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165862",0,1,1,4,4,0,0,0,2,1,1,1,1,4,0,5,2,2,0,2,0,2,0,0,0,0,3,0,0,1
"ENSG00000165863",7,21,17,16,11,5,1,16,17,9,4,2,5,17,2,14,11,4,11,23,9,11,4,17,5,3,11,7,7,11
"ENSG00000232767",0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000165868",1182,1652,1585,1949,1498,892,324,1140,1533,1855,1728,790,1185,1243,802,2238,2019,634,2174,1240,1060,1175,676,1921,911,508,2167,740,1351,1894
"ENSG00000228195",2,4,0,2,0,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2,0,0,3,1,0,0,0,0
"ENSG00000225302",55,46,43,72,59,26,9,31,47,78,79,36,22,22,15,44,59,25,76,36,32,45,18,53,12,4,50,11,38,40
"ENSG00000188316",11,5,1,12,10,7,0,8,3,14,11,8,3,8,4,7,10,3,15,4,6,0,9,8,1,2,9,1,2,7
"ENSG00000187164",2614,3737,3717,6044,4791,3060,731,2586,3402,5888,5603,2678,2659,2328,1643,5675,6018,1714,4753,2792,2478,3076,1772,4952,1857,1046,4210,1370,2659,3522
"ENSG00000235742",1,6,3,2,1,3,0,3,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,6,0,0,3,1,0,0
"ENSG00000148704",5,7,11,2,0,0,1,1,1,4,0,0,2,3,1,1,4,4,2,2,7,0,0,0,1,0,7,4,7,4
"ENSG00000234474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000266782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225936",0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000165646",0,1,0,1,4,0,0,0,2,4,0,5,2,1,2,2,0,4,5,1,0,0,0,0,3,0,2,3,0,0
"ENSG00000165650",2520,3865,3884,5370,4373,2660,794,2894,3743,5065,4796,2392,2661,2529,1574,4562,4964,1620,4859,2982,2407,2553,1571,4172,1613,928,3446,1414,2144,3023
"ENSG00000222197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229847",2,3,1,1,1,0,0,0,4,2,2,1,2,8,2,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000170370",0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107560",770,1174,1274,1706,1415,892,262,793,1242,1762,1586,847,763,592,524,1502,1564,482,1629,1016,857,950,552,1556,586,319,1274,438,754,1177
"ENSG00000231104",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177640",44,77,67,142,136,93,23,58,81,169,193,64,74,45,12,122,141,35,116,79,53,83,52,137,48,14,92,30,40,82
"ENSG00000238276",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000165669",1156,1614,1676,2191,1775,1153,353,1122,1530,2154,1982,1092,1030,1052,641,1868,2046,678,2133,1219,1049,1079,698,1954,792,437,1368,572,857,1271
"ENSG00000232139",0,1,0,6,4,1,0,0,1,2,0,0,2,1,3,2,1,0,0,0,4,2,0,0,0,0,1,0,0,4
"ENSG00000266281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119973",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000263658",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000225155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000151893",4474,6772,6969,8008,6535,3919,1257,4806,6561,7341,7255,3665,4312,4174,2694,7040,7436,2339,8271,4899,4445,4157,2471,6563,2855,1628,5162,2405,3423,4926
"ENSG00000251836",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000236058",2,0,1,7,0,2,0,5,1,0,0,0,4,1,0,3,3,1,3,0,1,0,2,1,5,3,2,0,1,4
"ENSG00000213574",2,2,4,3,1,0,3,2,4,3,4,0,3,1,2,2,3,0,4,2,2,2,3,1,1,0,0,0,0,2
"ENSG00000229272",0,0,0,2,4,0,0,0,0,0,2,2,1,1,0,5,1,0,2,0,2,0,0,3,0,0,1,0,0,3
"ENSG00000215925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188613",33,48,51,49,60,47,6,31,40,44,38,24,61,59,40,96,89,31,116,64,33,29,16,51,41,32,71,65,37,82
"ENSG00000107581",19813,29866,29539,38089,31672,19786,5576,20976,26984,37303,36101,17835,19027,18420,11776,35028,38772,11453,37122,21679,19643,20910,12362,34216,12635,7248,26137,10146,16607,23413
"ENSG00000207468",0,3,6,8,15,1,1,5,4,12,15,6,4,4,3,10,3,3,17,9,6,0,0,11,2,7,0,0,2,11
"ENSG00000222588",0,4,3,2,3,1,0,3,1,5,13,2,5,2,0,11,7,1,3,4,0,2,0,0,2,2,3,2,5,7
"ENSG00000271343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000119979",730,1017,1056,1328,1034,650,219,771,994,1232,1307,683,724,715,489,1150,1287,408,1493,851,763,695,396,1264,597,320,922,409,480,935
"ENSG00000183605",1048,1542,1629,1805,1431,960,311,1059,1402,1680,1596,779,1022,985,661,1762,1685,583,2091,1120,1012,951,542,1484,746,362,1159,526,785,1010
"ENSG00000165672",5629,8539,8797,10525,8999,5925,1607,5648,8085,10612,10431,5111,5382,5619,3453,9467,10010,3404,10727,6387,5716,5461,2999,9162,3691,2037,6179,2901,4094,6112
"ENSG00000198873",626,1004,1059,865,737,506,157,631,854,767,814,342,501,577,370,815,815,211,923,604,568,396,250,712,329,226,615,295,394,464
"ENSG00000228485",0,1,1,8,5,3,1,2,4,1,11,0,0,0,3,3,7,4,0,0,1,3,0,1,0,0,2,1,0,2
"ENSG00000242853",0,3,2,4,3,0,0,0,4,3,5,2,3,0,1,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0
"ENSG00000236426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148908",1540,2348,2437,2508,2109,1235,411,1539,1942,2451,2326,1074,1433,1393,910,2162,2224,825,2618,1546,1411,1104,747,1970,944,544,1345,763,978,1299
"ENSG00000271353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151923",5909,9295,8989,8512,6995,4325,1813,6385,8488,7775,7479,3829,5686,5761,3557,7600,7725,2434,10734,6612,5940,5060,2945,8176,4447,2251,7297,3284,4603,6329
"ENSG00000234569",4,0,2,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000227437",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000151929",3516,5191,5317,5652,4572,2821,976,3696,4669,5479,4964,2288,3296,3212,2207,5459,5153,1725,6635,3665,3560,2996,1832,4851,2354,1345,4480,1942,2787,3649
"ENSG00000232823",0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,2,2,0,0
"ENSG00000198825",1498,2450,2390,2429,1961,1140,466,1705,2158,2245,2156,1048,1325,1492,843,2038,2125,619,2728,1541,1445,1106,739,1932,867,521,1321,669,853,1322
"ENSG00000242818",0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2
"ENSG00000270300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197771",3776,5505,5653,7419,6338,4132,1183,3748,5161,7487,7271,3624,3814,3611,2379,7113,7398,2587,7933,4655,3934,4004,2396,6711,2871,1538,5105,2075,2819,4531
"ENSG00000107651",2799,3943,4144,5281,4067,2781,787,2908,4182,5161,5017,2516,2805,2555,1755,5042,5497,1609,5740,3260,3114,3474,1967,5621,2361,1269,5021,1798,3324,4689
"ENSG00000265370",2,5,4,2,0,0,0,0,5,1,0,0,1,6,3,0,1,0,3,0,4,1,0,0,2,0,0,0,0,1
"ENSG00000180230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220842",1153,1215,1237,1116,1058,664,197,745,1093,1185,1242,539,770,686,403,1116,1456,449,1418,748,652,628,326,1097,459,225,915,531,564,697
"ENSG00000234522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227165",5,10,4,11,5,4,0,8,9,5,6,7,3,8,5,12,13,2,11,4,3,5,3,4,4,2,4,0,0,3
"ENSG00000120008",3959,6094,5869,5727,4724,3025,1163,4107,5736,5406,5410,2795,4115,3780,2407,5520,5613,1844,6984,4121,3819,3151,1851,5285,2738,1559,4258,2150,2728,4001
"ENSG00000271670",0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000227307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236762",5,10,5,1,5,3,2,0,4,4,2,3,0,4,1,4,5,2,6,5,2,2,5,6,4,1,3,2,0,2
"ENSG00000227143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000066468",580,832,749,1320,959,657,136,579,777,1041,1151,492,530,640,331,1123,1177,392,1031,605,484,529,297,834,371,212,741,287,437,610
"ENSG00000223432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223540",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0
"ENSG00000224250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107669",1175,1803,1876,2639,2382,1414,280,1265,1565,2753,2480,1299,1155,1163,753,2569,2656,878,2349,1449,1118,1683,1020,2961,755,451,2054,619,1274,1877
"ENSG00000201884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226864",6,5,13,9,0,3,3,5,13,9,12,2,5,8,5,9,4,0,9,8,3,0,1,0,5,1,4,1,0,5
"ENSG00000107672",1320,1729,1782,1979,1587,1049,335,1216,1660,1851,1775,810,1154,1102,713,1688,1825,584,2529,1619,1252,1287,883,2109,891,492,1504,635,921,1256
